user_id,item_list
94,5113 4361 4844 5297 1212 5562 8481 8638 3922 15908
95,15120 10068 7581 6404 8638 12469 5113 6289 8666 9461
96,4844 6404 8638 5297 4410 9461 4634 4280 6292 6289
97,4361 5143 4194 4123 9302 10067 3922 4844 5113 3806
98,12469 10227 8638 8445 3572 7581 4657 3565 15119 8668
102,1212 8638 8668 7583 9477 3565 3572 10068 10067 5143
103,5044 5653 4630 7640 4687 4018 5196 4844 5560 3105
104,17547 10067 8516 8519 9461 15226 10055 8506 10068 4024
105,3568 10067 8666 379 10227 18098 8483 8627 18101 8982
106,4361 5637 5610 129 5926 5296 3922 9268 12037 6778
108,6404 10067 12469 10466 8638 10227 4361 4844 7581 3922
109,5661 5044 5653 4687 4844 6404 5664 6292 187 5656
110,8638 4034 3898 2301 6289 5297 4357 5113 8666 6292
111,7581 12469 6404 10068 3572 4844 5113 197 8638 15114
112,4124 4123 4194 4361 197 16224 4034 5115 4691 17559
113,187 10068 4280 10227 6289 9461 5113 8481 8638 4410
114,3572 7581 3805 3565 8666 6526 5561 9204 9461 8982
115,5113 6404 4634 10141 197 2301 10466 8982 5112 10067
116,15908 8564 11733 11734 6289 5700 1212 17580 735 8526
117,8666 8414 7581 8982 5562 5113 4634 6528 8481 6289
118,12469 6404 10227 4844 7581 8638 9461 3568 2301 6292
119,7310 17955 10466 6289 12469 4280 5645 4410 6404 8638
120,5508 3805 10227 10466 5561 8481 5113 8666 8982 8638
122,5297 14847 7192 10469 5275 7310 10227 3806 3922 11218
123,5297 12194 4361 3898 5192 15892 3922 4357 7581 11218
124,9302 4410 7581 10466 10067 6404 2301 5112 10227 5044
125,5297 10227 12469 192 4634 9461 8186 8481 5291 197 
126,4634 12469 2301 10067 9303 8666 8982 5143 7581 8638
127,3572 3566 8982 7581 3593 8638 5562 1212 9461 12469
128,3105 4346 7172 3572 5297 8483 16376 3565 4844 9446
129,10068 6289 5113 12469 8635 9461 8982 5562 3922 5560
130,7657 7661 7662 4844 5034 7690 8445 7688 7172 6798
131,15892 5113 187 4634 4657 7661 192 8186 197 7310 
132,8982 4634 4657 3806 17955 5645 8638 4361 15892 197 
134,8638 4844 10227 6292 8982 7581 7310 4410 5113 6404
135,724 4844 5113 5562 12469 7581 3806 15119 14896 1212
136,18185 5194 4036 8481 8564 11855 10161 11200 8186 5009
137,4634 5645 11733 5297 7199 14847 12469 15892 11734 4657 
138,12469 10466 8638 4634 8668 4657 2301 8481 3897 18185
139,9303 7581 6289 8666 10227 10068 8982 12469 2301 10067
140,5113 6289 5297 6292 8481 14847 5143 8179 5112 11218
141,4634 4657 15101 15100 12469 15099 4279 6404 8414 8635
142,735 11733 11734 15908 15907 5700 8982 17550 13825 738
143,18096 379 18101 18094 18098 18097 10055 18093 3897 10227
144,8638 6289 197 2301 8982 3565 5113 8666 12469 10067 
145,6776 4057 5455 9302 3922 9103 172 6799 4034 13369
146,9461 8666 8414 9302 7581 4657 3572 4702 4634 4703
149,4657 12469 10227 6404 4279 15114 1212 9461 8666 8638
150,4128 5562 3827 7495 3554 8259 8638 8483 4219 3922
151,4634 4658 10068 5297 7581 4361 10227 9203 8638 8982
152,4361 3922 4035 4033 4365 8638 5113 4124 9228 8414
153,8982 4634 4657 3806 17955 5645 8638 4361 15892 197 
155,8638 7581 5113 4844 4410 8666 8445 8982 5562 14847
156,4280 8666 12469 10227 6404 4844 2301 10068 5508 8982
157,5143 2301 8638 9461 10067 10466 7581 6289 7310 5113
158,9302 8982 15398 5113 5297 8483 15892 10466 10067 2301
159,10227 5113 6289 4844 4279 17955 8638 6292 2301 8635
160,6798 1944 10466 4410 9053 6794 6289 4657 8638 5645
161,3572 3566 15800 8982 8638 9461 8666 7581 5143 4361
162,4691 5562 3569 12469 7581 4657 4728 197 189 7496
163,11239 5700 8381 2709 8853 4752 8389 2736 232 8162
164,4279 6526 7581 3572 4844 3565 3806 5645 9446 6289
165,5562 7581 9477 5113 3806 1212 15119 4627 2301 197
166,5562 8666 8638 10227 7581 6404 17955 8982 8186 2301
167,10466 4627 5593 5455 8179 5112 9461 4361 7310 3842
168,16281 6292 7174 6654 11956 724 11666 9044 6844 14394
169,4280 7581 3572 8638 14847 4410 6404 189 4634 3922
170,4657 8638 10227 7581 8666 1212 10466 5142 8982 6404
171,6889 6880 17955 9655 8856 3572 8481 10227 9953 383
172,8638 2301 8666 3568 12469 192 1212 10227 3806 7581
173,10068 12469 2301 8638 10227 197 8666 6404 8982 1212
174,11222 7474 4531 6785 12057 14847 9487 5293 12056 12059
175,10068 8638 9302 8982 4361 3806 12469 5113 8666 4410
176,9303 4279 1212 10068 3834 5645 7581 4691 4844 4806
177,15120 15114 6404 7581 5562 8483 12469 8666 1212 5508
178,3922 4358 6798 12194 1261 2103 8481 6289 9030 15594
179,4124 4361 4194 4034 9228 6289 5113 16659 3922 10466
180,8638 8666 8445 6404 17955 5297 7581 187 4844 1023
181,10039 12701 16341 4737 6866 4948 5895 14099 3741 8852
182,6404 8186 5113 7310 12469 17955 197 5645 9461 6289
183,4361 3922 8982 17955 5562 10466 4657 6289 3565 5113 
184,7581 8638 2301 3572 8445 4844 9461 12469 10466 3806
185,5012 4346 7443 3901 15852 12037 16376 4343 16178 6463
186,45 5663 4970 6689 6250 7234 4661 8936 5009 10946
187,4361 3922 17955 197 9224 15892 8982 3572 3565 10227 
188,10227 8982 8638 6289 2301 10466 189 197 3806 5113
189,5562 9126 1212 15119 3805 7581 4747 197 12469 4844
190,10227 8666 5113 8638 4657 7581 4634 17955 5645 12469 
191,10068 8306 8638 10227 4361 3922 9461 4634 5297 8982
192,8638 17955 12469 7496 5297 3922 197 4361 8982 2301 
193,197 189 192 8638 5297 7581 6292 17955 10227 6404
194,4019 5297 8186 3806 10469 8179 16376 8481 6404 4057
195,1212 3922 5143 4361 10466 5142 8666 7310 4844 1023
196,7581 6404 5645 8666 8638 12469 10227 5113 2301 10466 
197,12469 8666 8982 8638 7581 5143 3565 10227 2301 6528
199,7581 5143 9477 5896 7584 5560 4410 4280 12469 4634
200,15120 15114 6404 10227 10067 7581 12469 4844 8309 9461
201,5113 8638 14847 10227 17835 6289 8635 4410 6404 6292
202,8261 8259 4658 8483 10068 7199 16659 10619 7172 5260
203,197 4280 187 194 192 12469 10067 10068 9461 7581
204,2301 8564 10068 8982 15100 7642 197 4844 12469 5113
205,4124 4361 16224 4035 17559 17558 3922 9228 4034 4365
206,4657 4658 4844 2301 8638 6404 10227 8666 15892 12469
207,6404 4844 10227 6292 8638 2301 8481 5113 10466 14847
208,10466 6404 5112 4410 10227 8483 7310 5114 8481 4844
209,9203 9202 9201 3572 8414 9208 3565 7581 8638 8982
210,15120 7581 15102 6404 8982 15099 9461 3572 15114 8414
211,8481 8638 5113 10227 8666 6289 8186 12469 4627 17955
212,8638 2301 8666 7581 6404 1212 4844 10466 3572 5142
213,4629 3654 5700 10914 3834 15892 7496 3565 6404 6650
214,11047 3828 11063 14234 14225 13109 5671 15132 10701 13173
215,7885 7887 7884 4691 187 6156 4768 7888 4755 10232
216,3565 7496 8982 4629 3654 12469 8666 5044 7581 3593
217,197 194 8982 8638 187 6289 17955 4844 2301 6404
219,9105 8179 8196 5838 14115 5710 5884 15199 12340 14647
221,4844 8445 8638 5113 6404 7581 17955 8666 8526 4410
223,3805 5561 15102 6404 15099 3572 15100 12469 8666 3569
224,5113 8638 4634 4657 7581 197 5560 8982 10469 2301
225,12469 8668 2301 10227 7581 8638 3572 4657 4634 4280
226,7581 8638 2301 4844 6404 8666 4410 5142 5113 8445
227,12720 5297 8414 11834 4410 4221 18054 17369 2232 7310
228,5297 8638 10466 6404 4844 197 7581 9461 2301 6289
229,7496 12469 6289 8179 4844 6292 7493 17955 10067 5645
230,4361 3922 17955 197 9224 15892 8982 3572 3565 10227 
231,17955 10232 5297 4361 3922 12194 3806 10466 14847 5645 
232,2301 11191 5044 5142 5139 1212 11734 4280 6289 11733
233,8982 4634 4657 3806 17955 5645 8638 4361 15892 197 
234,9206 9202 8638 7581 5562 9201 5113 4634 8414 8481
235,6289 8306 18150 7310 10227 8666 12469 8638 4844 3572
237,197 192 194 187 4844 4361 5113 8481 4728 7310
238,4361 17955 5297 3922 4657 8638 15892 4634 8982 7496 
239,10227 8982 8638 4410 5113 6528 2301 5562 6289 3572
240,4035 3922 4033 4361 9228 5645 7172 4124 6289 17735
241,4410 6289 189 7602 15892 6292 10466 10068 4844 10227
242,6404 10227 4410 5562 4279 8666 5113 5560 8635 8526 
243,15100 15099 12469 6404 8666 6526 15119 8414 1212 6530
244,16661 4728 15099 7495 4361 9475 8526 6530 17559 7496
245,8638 5113 4844 10466 6289 4634 7310 5114 6292 8483
246,3565 3593 8982 7581 12469 8666 8414 6404 3568 8984
248,18096 12194 6289 16185 8483 7688 13206 5455 9655 5294
250,10067 5044 8564 5562 5560 8638 7581 4657 3565 5650
252,15101 15100 15102 7581 4844 5113 1212 8666 12469 5281
254,4771 15378 11191 15205 3922 3565 1212 4708 2289 18343
255,8638 5297 5113 9461 4634 7495 3806 3565 17955 4657
256,725 8481 5562 5113 2301 5297 15892 10227 197 8638
257,8306 9228 17559 8308 4361 8186 3922 16224 4123 10068
258,3572 3565 6526 9446 7581 5562 4844 8414 3566 10067
259,15114 12469 725 7581 6404 1212 11733 5897 9461 4844
260,4361 3922 8982 17955 5562 10466 4657 6289 3565 5113 
261,5113 6289 8638 10227 5645 6292 2301 4361 7581 12469
262,10227 6289 5645 8635 10466 6404 5113 7581 8481 4361
263,4657 7581 10227 5113 2301 6404 4844 10466 9303 9461
264,10227 8638 8982 6404 8666 6289 3565 10466 4844 3572 
265,3566 9303 7581 5562 12469 8666 9461 3593 10068 8984
266,8982 4634 4657 3806 17955 5645 8638 4361 15892 197 
267,4357 8186 4346 5297 197 8481 15892 8179 17955 10469
268,10068 12469 5113 6289 10227 8638 5562 9461 7581 3572
269,10067 8564 5044 5610 4748 4361 3901 5113 10227 6404
270,3922 4361 5294 6289 6292 3806 5113 4033 12194 3827 
271,8481 189 5113 14847 4630 8857 4634 17951 13208 5294
273,6289 5113 4844 6404 8481 5562 5112 4634 197 4361
274,5561 5508 3805 10227 10067 3572 8982 724 7651 3806
275,8638 3565 3572 5297 8982 9303 3806 4361 14847 4844
276,12469 7581 3572 10227 3565 2301 8414 9302 197 8638
277,8638 6404 10466 4844 7581 4410 9461 6289 5562 8666
278,6289 5113 6404 5562 4844 8638 8666 10227 17955 5297
279,3572 3566 8982 12469 8638 8666 1212 9303 10227 8668
280,2301 1212 5562 5508 5142 724 10466 4844 8638 6289
281,4279 8666 10227 4844 7581 6404 1212 8982 8635 5593
282,12469 8982 197 3572 8666 1212 5562 2301 5143 7581
283,12469 8483 5142 8638 4657 5113 15892 5645 8982 17955 
284,9228 4035 5625 4194 9236 6943 7703 15114 10227 4123
285,12469 8483 5142 8638 4657 5113 15892 5645 8982 17955 
286,10067 9461 4657 8666 189 724 8481 9002 7602 5142 
288,10227 12469 8638 7581 10466 6292 8481 5143 8668 3572
289,6404 10227 4410 5562 4279 8666 5113 5560 8635 8526 
290,12469 5508 3572 10227 3565 8982 8666 9302 8638 2301
291,5297 4844 4280 10227 10466 6404 4410 6289 197 9461
292,10466 5297 4410 8483 6404 5114 15892 5112 4844 10067
294,8638 6289 197 2301 8982 3565 5113 8666 12469 10067 
296,3922 6289 4361 17955 197 3565 3572 7581 6292 8481 
298,9975 10566 6483 4063 11303 74 11733 10938 5294 4077
300,7581 8638 4844 5562 12469 6404 3806 4747 3572 5297
301,9303 5113 7581 6404 12469 4844 6289 8483 6793 5114
302,9263 6237 8841 5398 6234 5051 4731 17784 6731 439
304,5113 8481 8638 8982 5044 6404 5297 5560 10466 4844
305,187 7581 5562 7495 4634 8638 8982 9461 17955 10466
306,12469 10227 197 18146 5297 187 10141 6404 8638 8186
307,5113 6018 10227 4844 4410 15119 6289 3806 8635 4279
308,6526 8982 15099 15100 4361 8186 12469 15101 5113 9303
310,5113 4361 5297 9302 8638 3572 2301 8982 197 6289
311,4657 197 192 187 15102 12469 5562 4034 5113 3922
313,5297 6798 8638 4410 10466 8481 4280 17955 5610 10227
314,10466 4657 3641 6782 4630 7657 9127 6799 17320 11254
315,4844 6404 6292 4687 4696 15892 10466 6289 8982 9014
316,8982 2301 5113 10227 6292 10466 6404 8638 8666 8483
317,4778 14727 10954 5291 15150 9609 7785 12040 8984 3807
318,8638 6289 197 2301 8982 3565 5113 8666 12469 10067 
319,10227 4844 12469 8638 8668 6404 7581 5142 6289 9461
320,5645 15102 15099 15100 6404 5294 7581 12469 4657 10227
321,5297 3922 4361 1212 7310 6292 4280 8179 14847 4844
323,17955 4844 6289 8638 6404 8445 7581 5562 8564 8526
324,2301 8638 3922 10227 4634 8666 7581 5113 4343 8481
325,15119 4844 10227 5113 7581 12469 3572 10466 6289 4410
326,6888 5166 6798 5114 10178 6881 3074 5301 189 4627
327,16182 5695 5593 3922 16224 7699 4309 10068 5113 17955
328,3572 3566 7581 9302 8982 10227 8638 12469 2301 6526
329,3922 6289 4361 17955 197 3565 3572 7581 6292 8481 
330,17836 8666 15119 4410 5147 8638 197 7581 2301 4361
332,10227 8638 3922 4410 8982 3572 5645 6292 4361 2301
334,10227 8638 8982 6404 8666 6289 3565 10466 4844 3572 
336,6289 16224 8483 10227 4035 4034 10466 5610 17558 4844
337,4194 4193 4123 4035 16224 18360 4034 5139 8666 187
338,4658 7581 4844 9461 10227 8638 6289 6526 15119 5562
339,6793 10466 17750 5610 10227 15892 5113 4627 4844 17955
340,5113 8638 6798 7662 7661 8982 4410 5297 9126 4657
341,15114 6292 4844 5113 10227 12469 10466 1212 9461 4410
342,6289 4361 10227 8483 5113 8635 1023 189 8638 15892
343,13297 6733 4179 4660 4201 7181 8789 4352 16391 15948
344,5586 12127 8924 10078 50 9940 4723 4379 15583 15801
345,3565 12469 4280 15102 6404 15100 8666 8982 10227 8414
346,4361 3922 8982 17955 5562 10466 4657 6289 3565 5113 
348,738 15908 737 4844 11734 11733 12469 4410 6404 16137
349,4194 4361 16224 3922 4035 17735 4034 16182 4365 17719
350,3806 11214 9461 7581 2301 8638 5297 4629 187 10227
351,8638 3572 8666 5142 10067 2301 17955 7581 6289 8982 
352,7581 12469 9477 4634 8982 6404 15119 10227 8481 197
353,4634 8666 10227 4658 9461 4410 8635 10466 6404 10068
356,8483 14847 5562 5508 3922 187 9014 4844 8984 8473
357,10227 7581 4844 3572 10466 3565 2301 12469 9461 6292
359,3922 6289 4361 17955 197 3565 3572 7581 6292 8481 
360,192 187 194 10466 5562 1212 17955 6289 8638 5508
361,11214 9461 2234 16350 17405 9033 440 13325 3105 126
362,5113 197 8982 10466 5610 4634 5294 10469 10067 6798
363,8638 7662 9228 2301 7659 15458 7661 6545 194 10067
364,10227 8638 8982 6404 8666 6289 3565 10466 4844 3572 
365,3922 6289 4361 17955 197 3565 3572 7581 6292 8481 
366,4658 189 192 187 194 5297 10466 8982 9461 17955
367,9093 5113 3074 4728 13215 9448 9461 3806 9126 8911
368,15237 17550 9911 9145 9939 17009 8034 5223 18025 725
369,9461 8666 6404 4844 6289 7581 8414 1212 10227 15101
370,10227 4844 6289 5113 8635 7581 4410 10466 8666 8445
371,15100 15099 8666 7581 6526 15119 4018 9461 4410 6404
372,8638 6289 197 2301 8982 3565 5113 8666 12469 10067 
374,5113 5297 4844 8638 8982 9461 12469 4634 10068 6289
375,10227 4844 6404 6292 10067 2301 8638 8481 7581 5297
376,10466 8481 5114 4410 8186 14847 7310 10067 6404 17559
377,15102 15100 12469 6404 8666 4844 6292 7581 6526 10227
378,3565 3566 8982 2301 7581 6404 8638 18098 12469 4361
379,10067 6404 9461 12469 1212 5113 197 7581 18185 6292
380,10068 4844 8638 5113 17955 4410 4279 6404 8666 3572
381,4634 12469 5562 8638 7581 6404 8982 15100 6289 3572
382,724 4410 10466 4844 4748 4627 7581 10227 5044 8638
384,4844 4634 7688 6404 4410 5645 8666 5147 8982 566
385,5297 4410 14847 3572 7581 8481 5645 189 3922 9461
386,16530 5294 5128 9580 5637 14754 16376 5297 9303 6790
387,10227 8481 2301 7581 5143 5297 3572 4657 8638 4704
388,10067 8056 4446 8638 10227 7581 6292 8242 5645 8666
389,8638 10067 5113 17955 12469 4634 4657 2301 8666 15892 
391,197 192 194 1212 10227 2301 8638 6404 7581 5113
392,1212 3565 12469 10068 3572 197 8638 8666 2301 10067
393,10227 2301 10466 5143 737 15114 5113 3806 4279 4280 
394,8638 17955 12469 7496 5297 3922 197 4361 8982 2301 
395,187 4194 4193 4124 4361 3922 12469 5887 197 3834
397,10186 8535 6926 3541 6202 10726 10166 6200 4376 6201
398,4361 3922 8982 17955 5562 10466 4657 6289 3565 5113 
399,6404 6648 6903 4242 4693 7583 10575 4151 8478 4714
400,8638 6289 4410 7581 6404 5113 2301 3509 8445 14847 
401,6289 4034 8483 10227 4844 17558 1212 4365 10466 5700
402,4658 8666 6526 10068 10067 10466 17955 12469 4728 8982
403,521 10227 15892 4361 11191 5695 6289 8186 4010 6526
404,5143 8638 8666 4410 10227 1212 7581 197 5331 1023
406,18235 4034 3898 3572 5297 4361 18096 4035 6344 4033
407,8638 6404 7581 9461 6289 8666 17955 6292 5297 3572
408,5297 8638 5143 5113 8481 10466 3572 8666 10227 1023
409,4658 3572 3565 6526 9461 8414 10227 4844 10067 5562
410,9461 8982 10227 3572 5562 6404 4747 8638 4844 2301
411,5297 10466 11733 6404 5113 724 5562 5044 4844 7581
412,197 189 8666 7581 4279 6289 1212 9461 187 10067
413,18096 8982 6528 520 12469 4634 8414 3565 5455 9446
414,10227 5113 14847 6289 9014 13825 4657 4634 8481 10068 
416,5551 12701 12127 16341 5586 4379 15710 11991 4151 9197
417,2522 9948 14847 15148 7479 577 15164 6648 7437 8008
418,11079 18201 6516 7740 8523 12508 9498 4452 8519 11903
419,5143 7602 189 8506 6648 1212 6292 5034 6289 8445
420,3922 6289 5113 6404 12469 3572 4844 8483 17955 4034
421,7496 4630 5044 6289 5700 10466 197 10232 5297 17955
422,4361 3922 8982 17955 5562 10466 4657 6289 3565 5113 
423,5562 7581 12469 7310 8638 3572 17955 5113 10227 8668
424,8638 4035 2301 7581 6404 4410 5142 4844 8666 5897
425,194 187 9461 8638 17955 6289 10227 10067 8481 6292
426,197 189 192 10227 9302 3922 7581 8982 5113 5297
427,3565 7581 8666 8982 3566 5297 10227 9461 4657 197
428,4361 3922 16181 8483 17559 4034 17955 7325 3926 6292
429,8638 6289 10466 10227 5113 5562 2301 3572 1212 3806
430,4844 5562 3805 8483 8666 4691 5113 5508 7493 8414
431,8638 10466 3572 8666 17955 7496 4844 5297 5113 6289
432,6404 4310 15502 1023 15101 3626 6218 8380 13836 520
433,15100 15099 12469 15119 6404 8414 4410 7581 15120 3568
434,10466 6404 5114 5112 4410 7581 8214 9461 6292 6289
435,15398 18329 6300 9461 6463 5700 12194 3074 3974 5965
436,5645 6404 6289 8982 4416 8635 10227 4410 8638 5297
437,5896 5895 7353 12469 4410 4657 9461 3879 8638 15119
438,8666 5645 13837 3541 11268 5280 12469 15892 17766 5555
439,5192 5191 8445 10067 4528 10068 4634 7496 5455 5143
440,5896 7581 5895 15119 3806 4728 762 7310 3879 16534
441,5682 5012 10469 6228 8162 10843 8179 17951 10141 9302
443,8483 10227 3572 192 7581 4410 9655 10067 8666 10466
444,8982 4634 4657 3806 17955 5645 8638 4361 15892 197 
445,8186 6404 10227 9224 345 5113 9115 8483 11222 7174
446,3572 8638 3565 2301 10227 17955 4844 8666 10067 8982
447,8638 3572 8666 5142 10067 2301 17955 7581 6289 8982 
448,189 187 192 194 17955 10067 10068 7581 9461 8638
449,4634 4658 4280 10227 5645 9461 8638 17955 4844 5562
450,8638 10227 8481 5143 4410 6289 8666 3922 197 1023
453,2301 10227 6793 5189 5113 5206 5331 6404 4755 8638
454,6404 12469 8666 4844 9461 2301 197 3565 4634 8668
455,6793 10227 4410 10466 8186 3897 6292 15099 4627 5112
456,4691 4696 8445 6526 4728 17955 5114 5128 4693 8984
457,10055 9461 15030 7662 3923 5297 12469 5593 14617 8534
458,189 197 192 187 7581 7310 4280 10466 4361 10227
459,8638 3572 8666 5142 10067 2301 17955 7581 6289 8982 
460,4634 4658 10227 7581 8666 12469 9461 10067 2301 5143
461,8982 15908 4844 3827 6545 3572 4737 6504 7662 8526
462,8982 9206 12469 9203 7581 8414 8638 5562 9446 8984
463,3572 3566 8982 3593 7581 6526 8638 8984 9461 12469
464,5113 10466 5508 8638 4844 3572 3805 10227 6292 12469
465,4280 5113 4844 6289 10466 8638 12469 5508 10227 4410
467,6289 6292 10466 17955 4844 4410 8638 7581 5562 5645
468,6404 8186 5113 4279 5645 8481 6292 8483 4658 4280
471,8667 1274 12730 2400 7150 16664 7493 4867 3919 9655
472,189 187 192 194 7581 9461 8638 10466 10067 17955
473,10067 9461 10227 2301 6404 6289 4658 17955 3565 4410
474,4748 5560 5113 5044 4629 4844 6404 4687 724 5562
475,197 194 192 187 10067 8481 5562 3806 4279 17955
476,4361 3922 17955 197 9224 15892 8982 3572 3565 10227 
477,9206 7581 8414 15101 15119 15100 8982 3572 5562 8666
479,4657 4658 10466 10227 15892 5297 8638 7495 10068 8982
480,197 192 187 9461 7581 4634 3572 8666 4657 6404
481,4179 1915 2234 4343 4660 6733 3993 4201 7181 5291
482,11733 737 735 736 11734 13825 232 14846 1023 17550
483,3806 4629 6650 5044 4630 4057 8668 9002 9229 15892
484,2519 5113 10167 18185 7608 10055 8982 4344 3601 8308
485,3566 7581 8638 5297 10227 12469 10466 5562 4844 5113
486,3572 9199 9206 3565 6404 8982 9204 4844 7581 8638
487,5297 17955 5044 3514 3565 3572 15907 197 3922 5296
488,10466 6404 10227 7581 2301 6292 4410 4844 187 11733
489,8854 16225 9073 1914 10003 871 5006 13767 4071 126
490,4035 3922 4033 4361 9228 5645 4124 6289 17735 4194
491,7657 7661 7659 4657 6504 6510 8638 4844 584 8984
492,10227 8666 5113 8638 4657 7581 4634 17955 5645 12469 
493,5562 7495 5508 10466 1212 6292 6289 724 8982 7493
494,197 189 10068 194 5297 2301 10227 7581 4728 8666
495,6292 4844 10466 8483 4034 10227 4035 6404 8638 3922
496,5645 12469 187 8666 10227 9224 17955 5113 8635 8481
497,194 17558 3834 15892 4844 10466 7174 4695 3654 126
