user_id,item_list
162,4702 18176 5202 1943 3569 5206 4739 9641 14515 7711
163,8389 12516 8381 8853 3852 16141 3844 6165 10277 4738
164,4279 8257 7883 7259 5725 3572 5723 3565 5143 9124
165,5921 9477 7455 5920 8257 15030 5919 7651 7706 14244
166,7883 3902 13838 5562 7884 11902 8666 11734 4630 3805
167,16265 17597 17594 6881 4309 17596 2217 16224 14614 10466
168,3171 15399 11942 8544 12099 7868 11000 5780 14325 12320
169,4280 6229 5593 7583 3972 5455 4101 8526 1023 5135
170,4657 3877 8306 5142 8308 4713 5561 5508 4762 4727
171,14314 13757 16152 15429 16255 8875 13273 8331 8347 10824
172,8419 8028 2301 15514 501 9948 9054 8390 17791 4792
173,10068 2301 6404 4762 8666 12469 7883 8638 6526 5114
174,4984 14883 10142 18071 5522 12059 4815 6971 345 6741
175,5608 3531 10068 5606 9302 3533 7662 3528 3534 11733
176,9303 9930 3057 4279 13241 4280 4693 16307 4691 10287
177,15120 15114 5007 3569 3807 6530 5508 4357 4346 5008
178,4952 5009 13079 12169 16261 17980 9863 1808 9558 9589
179,4124 4194 16659 4034 9228 11191 9236 4361 17732 17735
180,18166 4528 18148 17967 8445 845 5297 8641 14727 18168
181,8513 376 5566 17936 944 15927 8338 6207 8872 4217
182,3407 4770 6357 16373 8186 10466 727 5611 5645 12355
183,4361 3922 8982 17955 5562 10466 4657 6289 3565 5113 
184,7885 7884 8506 7889 4779 5663 7887 6882 8445 3806
185,5012 7443 4346 7441 4357 14089 11147 6816 4977 16376
186,45 17974 5188 4211 5204 156 209 16216 18230 18308
187,4361 3922 17955 197 9224 15892 8982 3572 3565 10227 
188,4779 618 621 620 5139 10227 16307 4513 3601 6404
189,9126 9475 5650 7198 9476 5656 3805 8417 5562 5508
190,10227 8666 5113 8638 4657 7581 4634 17955 5645 12469 
191,8306 10068 17547 7325 16186 5664 657 7703 4361 17560
192,8638 17955 12469 7496 5297 3922 197 4361 8982 2301 
193,197 189 192 5280 7455 8666 3514 6955 16397 16376
194,4019 17556 4314 2776 5297 2519 4925 5338 7823 4182
195,5143 4361 13298 1023 8666 5142 3922 5297 14727 16184
196,7581 6404 5645 8666 8638 12469 10227 5113 2301 10466 
197,520 6528 5143 12469 10142 4839 8261 7198 8259 14864
199,5896 9477 15030 8627 5143 7581 7437 7584 12469 15119
200,15120 15114 6530 8309 2775 8308 5204 5206 5203 3572
201,17835 3105 14847 14865 3601 6404 5113 5370 5297 17955
202,8261 8259 17768 4384 7215 9475 8960 5929 11268 10077
203,4280 197 192 4372 11782 194 8856 8854 739 18483
204,8564 17835 10169 4513 10067 7196 5120 5149 10166 6382
205,4124 4361 17558 17732 4034 17735 4035 17559 657 4183
206,3529 4657 3528 4658 3530 3531 7661 3534 7662 7657
207,3806 3807 5113 7626 6292 4844 10466 3572 15776 5328
208,5921 5922 13208 5919 10141 5695 13210 9036 4640 5114
209,9203 9202 9201 9208 5682 6228 15222 6526 9446 3593
210,15120 9203 15114 9202 15227 15102 9206 18098 15099 15228
211,12355 12357 6794 6881 8668 8186 8481 14847 6797 6289
212,4770 4514 5142 5128 5196 2301 4691 6650 8445 4844
213,3654 10914 3642 5516 5061 4629 3838 3842 3806 8729
214,2808 17816 4249 404 8759 14234 18176 11077 13545 9015
215,4768 7885 7884 6156 7887 7888 3430 10809 12831 16576
216,3565 7496 2084 3654 4629 3842 6526 11328 3593 7595
217,197 16293 194 5679 3901 5190 4771 4755 5192 187
219,9605 11314 18301 4384 3078 12047 1344 8196 2279 6810
221,16222 8445 4844 8635 8526 4878 18185 8638 618 6289
223,15102 5561 3805 15099 15100 3569 4712 6530 6948 6901
224,6955 5276 5280 11301 5113 5275 11211 4634 7199 18343
225,8668 12469 8414 5142 2301 5176 6516 5143 4762 10568
226,18100 18101 9128 6798 8666 5142 18098 9133 3807 18096
227,11834 12720 15157 889 10973 15136 6464 7870 2232 814
228,14282 4210 4988 15458 6404 5479 4346 8111 5297 10227
229,4637 4706 7496 4654 9205 75 7493 8505 76 4710
230,4361 3922 17955 197 9224 15892 8982 3572 3565 10227 
231,17955 10232 5297 4361 3922 12194 3806 10466 14847 5645 
232,8009 9451 8011 5031 8943 6958 8938 14277 3765 10111
233,8982 4634 4657 3806 17955 5645 8638 4361 15892 197 
234,9202 9206 9201 6934 9208 9205 6932 6438 5113 6933
235,18150 8306 8308 6118 17936 9930 2736 8854 18157 572
237,197 192 194 5007 4977 7659 5005 7662 6458 187
238,4361 17955 5297 3922 4657 8638 15892 4634 8982 7496 
239,75 6528 16099 3127 16097 8978 8008 76 3105 14870
240,4035 4033 3922 9228 10813 4194 4361 9133 4365 9132
241,4410 12469 5518 6289 3509 4967 4696 8473 3608 5005
242,6404 10227 4410 5562 4279 8666 5113 5560 8635 8526 
243,15100 15099 12469 15120 15119 3879 8414 6404 9475 8667
244,16661 227 3252 2875 3251 3250 4063 15123 14473 8938
245,17962 3105 4309 3119 10142 8638 4057 14315 12194 5294
246,3565 3593 3582 8404 8982 9446 3568 3884 8984 3595
248,18096 6219 8380 18097 18095 18092 18094 379 18101 18100
250,10067 10166 5044 10297 4748 5649 11300 10167 652 5657
252,15101 6514 15100 5005 4977 5281 15102 5199 6552 5280
254,10353 11239 12066 12123 9365 3067 11405 7760 8535 2396
255,5153 8857 8858 4343 7651 8182 7627 3436 8547 8855
256,725 4013 1237 5143 12194 2301 7824 4346 15892 5645
257,8306 8308 9228 17559 9236 4035 16224 4123 3922 16256
258,3565 3572 6526 9446 9199 5562 7581 3566 9461 197
259,15114 725 11733 5897 15101 12469 6530 9461 6526 7581
260,4361 3922 8982 17955 5562 10466 4657 6289 3565 5113 
261,11733 4630 2301 7657 3807 7661 7659 6289 5113 8638
262,16661 8565 8567 10227 2301 6289 7595 187 5645 5113
263,4657 18360 15101 9303 15100 10142 8309 8308 17836 4983
264,10227 8638 8982 6404 8666 6289 3565 10466 4844 3572 
265,3566 4704 17951 9303 8515 7662 4128 3593 7661 18096
266,8982 4634 4657 3806 17955 5645 8638 4361 15892 197 
267,4357 4346 4359 16377 16374 5297 3902 3963 5304 11734
268,9203 9206 9204 9201 10068 6289 6514 4372 17836 5113
269,8564 3901 11260 4748 11256 4251 11272 17962 17790 18320
270,3922 4361 5294 6289 6292 3806 5113 4033 12194 3827 
271,8853 8857 8858 9655 8854 12445 5985 8483 1558 10369
273,6289 5113 6881 8481 4275 4057 14614 7310 5112 10469
274,5561 5508 15502 3805 3806 8244 727 5144 8564 5143
275,3593 3594 3880 3565 3576 4691 2810 1932 7597 4687
276,12469 15101 15100 9302 8414 6528 3565 15102 5044 7581
277,6883 4844 10466 6799 12138 3100 6404 8638 6485 4201
278,5113 11395 17614 6289 5562 10227 9605 15103 5561 3094
279,3572 3566 3593 12355 12357 3576 6526 9208 17597 17594
280,4762 5142 5508 7824 2301 5562 4482 4018 4491 2843
281,4279 9262 5728 9263 9259 5724 5719 5725 8535 5722
282,5192 4747 6528 7589 11903 9446 8008 5189 12469 18031
283,12469 8483 5142 8638 4657 5113 15892 5645 8982 17955 
284,9228 9236 4035 4123 17732 7323 9227 4077 4361 9103
285,12469 8483 5142 8638 4657 5113 15892 5645 8982 17955 
286,10067 9461 4657 8666 189 724 8481 9002 7602 5142 
288,8668 7588 5204 7581 10142 4630 16376 12469 8638 4357
289,6404 10227 4410 5562 4279 8666 5113 5560 8635 8526 
290,5508 3568 9260 9302 8666 12355 5895 8982 12469 15502
291,4280 145 3516 5261 1147 3518 3519 7478 10466 5297
292,6202 5297 6203 10466 8483 5112 3604 6207 5301 8470
294,8638 6289 197 2301 8982 3565 5113 8666 12469 10067 
296,3922 6289 4361 17955 197 3565 3572 7581 6292 8481 
298,10938 10937 10940 6513 4949 10939 3626 10934 9975 6546
300,4747 7594 8668 7259 4728 5664 8445 5568 7596 3806
301,9303 4790 16148 7583 5695 7824 16460 5113 5714 7823
302,9260 5398 10783 4764 9263 4372 9262 6234 4149 8668
304,3807 12763 12760 4396 4629 18185 6289 10141 5560 3105
305,7495 18166 187 9477 12257 5281 3842 12258 7606 7659
306,18146 18158 18157 3555 3556 16162 6516 4440 3554 14250
307,4844 6516 6018 8635 6551 14250 5113 3509 8638 3601
308,6526 12224 9260 9263 15819 17556 17967 9302 5897 10068
310,9302 5623 7657 3898 7659 5113 7661 5612 6289 7687
311,4657 15102 4638 4034 197 192 5562 4194 4123 12469
313,6798 8473 6794 5297 3805 8505 8523 8506 8519 8481
314,7657 6258 8162 1690 4299 10044 6800 6468 6831 15333
315,18157 3105 4687 6510 586 5664 5653 5005 3541 4844
316,3877 619 621 3879 232 12040 16273 8473 6229 5113
317,14727 6706 9858 3530 8984 17559 11360 2480 3898 7292
318,8638 6289 197 2301 8982 3565 5113 8666 12469 10067 
319,4844 8668 6404 12469 10585 4242 8414 8638 8506 7581
320,15102 15099 15100 18172 5294 17929 6650 5742 1262 15243
321,4361 5297 3922 4033 4034 4365 4082 5455 9242 4168
323,8564 8567 8565 5523 8445 17955 5494 4844 4182 5696
324,3922 5189 145 3251 17314 620 6685 17764 6831 8666
325,15119 3568 9712 5508 6798 5561 739 4844 735 15101
326,6888 6889 5299 4036 5834 4037 12699 10491 2185 3826
327,16182 4190 3922 660 4309 16226 15417 13918 4191 6824
328,3572 3566 3593 3594 9302 3884 4977 5005 3582 9305
329,3922 6289 4361 17955 197 3565 3572 7581 6292 8481 
330,17836 7642 18343 4357 4346 4434 5589 4359 12008 17955
332,4783 4035 4033 4073 7583 5147 231 2301 7823 10846
334,10227 8638 8982 6404 8666 6289 3565 10466 4844 3572 
336,8031 6296 7703 17558 8035 7708 3922 4365 9224 5340
337,4194 4123 4193 18360 17988 8940 5554 5553 14252 10594
338,4658 5897 7581 17506 8667 10227 8526 17508 6526 9461
339,6793 17750 17748 6796 4627 3105 14847 4057 16185 5644
340,7662 7661 9126 6798 9475 4355 6883 6794 5113 9476
341,15114 6530 5113 4844 6292 9461 10466 15101 8635 6018
342,17750 4977 4717 4720 5005 17748 5554 4728 1041 4737
343,13297 13325 15150 1276 2537 13889 6477 11937 10569 18111
344,5586 15800 5433 6900 4723 5550 8513 7348 3285 376
345,3565 15102 15100 4280 161 3569 12469 3593 737 6530
346,4361 3922 8982 17955 5562 10466 4657 6289 3565 5113 
348,8515 16137 738 4664 11734 8940 17550 739 737 8009
349,4194 4361 16224 17732 17735 3922 16182 4034 7703 4035
350,11214 16176 127 16179 4629 3898 4357 9305 13325 2234
351,8638 3572 8666 5142 10067 2301 17955 7581 6289 8982 
352,8516 9477 5193 5174 5195 15030 4777 8508 4775 8523
353,4634 4658 18175 7197 15707 10068 4082 5530 2301 10227
356,11220 11218 6265 6680 5262 18191 5508 5562 4033 4662
357,16292 3531 8523 3251 4013 5653 3533 4127 3528 3534
359,3922 6289 4361 17955 197 3565 3572 7581 6292 8481 
360,192 194 187 6049 5508 16220 10934 5645 16211 10933
361,11214 13325 2234 1321 12969 1075 9461 8765 4010 8028
362,8347 16376 4082 7719 4357 4346 4083 5736 7490 10914
363,12815 8519 8508 15458 7662 9228 7659 10298 4795 7661
364,10227 8638 8982 6404 8666 6289 3565 10466 4844 3572 
365,3922 6289 4361 17955 197 3565 3572 7581 6292 8481 
366,4658 7493 5175 4629 189 6545 187 5297 6286 192
367,9093 10112 5416 9465 9911 5417 8914 8915 13577 8506
368,15237 8666 15238 4838 11189 10218 8467 7059 18250 5469
369,9477 15101 9476 9461 8414 15099 8666 3568 6289 15100
370,4844 8635 5113 6289 6018 10227 4410 7581 2301 8445
371,15100 15099 4018 8666 6526 15120 15119 12187 8008 7581
372,8638 6289 197 2301 8982 3565 5113 8666 12469 10067 
374,4703 4704 4128 4687 5297 4691 4844 10469 3541 4211
375,8306 8309 4795 18318 7595 5112 3654 3105 6289 7490
376,17559 15519 7336 32 5114 10466 4906 15756 7353 4486
377,15102 15100 6934 12469 18284 6931 6932 6292 15120 10466
378,3565 5273 18098 3566 18097 18092 5133 4656 18093 18094
379,10067 6530 9461 15101 3877 12469 9712 8414 5897 3518
380,4279 3535 3533 10068 3528 6985 6793 4748 18175 3530
381,9204 15100 4634 4658 17041 5562 5190 16862 18167 5192
382,724 5273 3529 4748 5650 5154 7491 6796 5471 6794
384,6881 14780 4844 345 391 9057 4069 4420 3059 4207
385,6888 10167 6545 4250 5895 11220 7659 5896 7662 4949
386,16530 5294 16528 16240 10024 16179 5289 16220 16506 10022
387,4704 521 17506 17508 4526 6888 17790 5434 16097 4528
388,4446 7196 7455 13838 5753 4070 10067 15707 8242 7457
389,8638 10067 5113 17955 12469 4634 4657 2301 8666 15892 
391,197 192 194 5897 10167 5895 5649 2301 8565 11782
392,15707 8075 10068 10067 10227 5746 15908 8668 735 8638
393,10227 2301 10466 5143 737 15114 5113 3806 4279 4280 
394,8638 17955 12469 7496 5297 3922 197 4361 8982 2301 
395,4124 4193 4194 7326 6156 17957 5516 18031 4361 6137
397,3561 15810 17505 11457 3449 5693 16512 3564 7690 15615
398,4361 3922 8982 17955 5562 10466 4657 6289 3565 5113 
399,9115 5141 10575 3934 11233 8203 16170 3806 8526 6648
400,8638 6289 4410 7581 6404 5113 2301 3509 8445 14847 
401,530 527 6918 3554 525 5673 9224 4604 4619 5672
402,4658 17259 1944 3845 3844 4728 5143 5751 6648 9461
403,521 10569 15892 16210 8130 5684 8706 8190 8834 1561
404,5143 16339 16273 9259 8666 1023 9263 8623 5147 8638
406,18235 18233 18096 9017 18150 3898 8009 8473 9451 7183
407,4528 15222 6934 15227 4124 5192 15228 3807 4123 15225
408,5672 5431 5147 5562 3572 7596 7655 5156 5432 5297
409,4658 3572 3565 8414 6526 7366 8667 9461 3842 8445
410,4747 8347 4739 4654 17768 7713 5510 3815 4638 5736
411,9092 11733 8347 6798 5508 13837 5044 10141 736 3654
412,4279 189 197 9302 4527 194 4769 13577 4528 11782
413,520 7883 18096 7885 6528 5455 8008 7326 18094 6411
414,10227 5113 14847 6289 9014 13825 4657 4634 8481 10068 
416,5550 6900 7348 15800 4379 5586 4548 3363 596 5322
417,7146 189 5574 15148 4059 9412 15164 16329 3349 13048
418,11890 8513 8523 8519 18201 18108 16643 3028 17600 6296
419,1492 2121 2669 8891 3897 1782 2318 7364 13174 4696
420,4034 3807 5742 17768 16410 6289 3922 5752 3565 3572
421,7496 7493 4630 6117 11734 13838 6118 736 15908 11301
422,4361 3922 8982 17955 5562 10466 4657 6289 3565 5113 
423,5562 8668 7659 4034 5561 7662 3805 7651 7704 3105
424,5897 4035 619 4033 5142 231 14281 5896 657 621
425,194 187 6954 8445 8635 17955 8638 10067 3805 8481
426,4669 197 189 192 4779 9302 4034 6528 18299 18301
427,3565 4702 5297 3566 4703 4689 7581 8668 4691 8666
428,4192 32 7335 17559 4361 13961 7651 10808 7703 7332
429,4703 5203 5206 4704 5562 6156 2835 14643 3805 5142
430,5058 4418 4352 14175 3527 121 3509 5354 4220 5262
431,7496 4977 4014 4082 7493 4778 5918 11834 5920 4083
432,18157 7372 114 7374 18158 16162 7376 1023 17201 18153
433,15100 15099 3568 15120 12469 3569 15119 4795 4792 3995
434,5253 8214 15713 5252 16463 4656 10466 5114 5112 16464
435,15398 16303 8475 12194 6329 6300 9461 18329 9105 9103
436,18158 18168 18148 739 735 736 12761 4197 6404 6289
437,6930 5895 5896 6933 8564 7353 6931 8008 6932 15119
438,3541 3542 5940 5280 6176 8666 1212 6046 3538 3540
439,5192 5191 4784 4751 9461 12604 4795 12345 3338 5455
440,762 16532 16534 16521 16525 16533 5895 5896 4719 4720
441,8162 5682 5012 13758 15515 4587 6457 661 18332 18276
443,1105 3020 7190 1398 4346 4357 14353 4359 9334 12986
444,8982 4634 4657 3806 17955 5645 8638 4361 15892 197 
445,4808 8186 16750 8552 12637 11728 6018 14201 6005 14208
446,3572 4035 9228 3565 2301 3880 5128 3576 3582 3595
447,8638 3572 8666 5142 10067 2301 17955 7581 6289 8982 
448,189 187 192 194 15707 10068 10564 10562 10067 9940
449,4634 4280 4702 4658 4703 6793 4711 5434 7139 6880
450,18156 4357 6780 18168 16374 4359 16376 5143 5142 17870
453,4755 5202 5206 4779 4791 4784 3886 6793 5710 6799
454,8535 5897 9126 5190 15030 8666 5143 5192 12469 15101
455,6793 16232 10142 4752 14852 10871 14851 6796 10849 372
456,4778 14319 3105 14864 3119 4691 4759 4587 14865 4696
457,16510 11920 13572 16506 5004 754 7172 8032 8833 4030
458,9475 189 192 197 7583 9477 187 13202 15030 5455
459,8638 3572 8666 5142 10067 2301 17955 7581 6289 8982 
460,4634 5192 5090 4658 4771 5191 16096 4779 4082 15458
461,10572 3626 5554 4440 3995 4446 3629 3624 4294 5671
462,9203 9206 9208 3594 9446 8414 3582 8982 7592 3576
463,3572 3566 8349 6526 8982 3593 13845 8414 8984 9208
464,5508 5561 3805 660 11301 4844 15819 10466 8179 13206
465,4280 5508 5561 394 5752 4844 6289 5742 5113 7310
467,4034 10466 7662 7657 7661 4844 4279 6289 5114 4127
468,6404 4279 8186 4280 6014 8179 8415 5113 5114 8445
471,12966 1274 1891 1647 14332 14179 15756 6906 17950 14922
472,189 187 192 194 10068 5560 4691 10067 4410 8638
473,4748 17750 4795 10466 17748 4792 8483 4634 4657 5114
474,4748 5044 4404 5223 11906 5653 234 8349 5560 4629
475,8162 197 17594 192 17595 15217 18029 194 17957 187
476,4361 3922 17955 197 9224 15892 8982 3572 3565 10227 
477,9206 9201 3879 15101 15100 6526 15102 11782 9205 7594
479,4657 5679 7495 4658 7493 1661 4346 17502 6201 6799
480,18166 192 197 4747 187 5508 5561 5044 8034 5294
481,15841 4343 4351 16376 8790 5111 3090 3075 3978 4200
482,11733 232 737 11734 735 736 9048 738 4594 3963
483,3806 3816 4629 11960 3807 7594 18286 16188 7604 3650
484,4806 17764 15226 7608 1111 4432 9334 3835 4037 3873
485,3566 3879 3901 3876 6798 126 4526 18148 7657 3593
486,9199 9206 9201 9204 3572 3565 8508 8505 8516 8515
487,3516 3514 3519 5261 5297 5516 4637 4854 5296 5279
488,10466 5114 6404 5112 4844 6292 4410 7310 10227 8666
489,10003 10692 2992 3286 1105 16816 12692 3753 16785 17051
490,4035 4033 3922 9228 4194 4361 4365 4124 9224 4193
491,7657 7659 7661 14779 10949 7824 5539 5343 18191 7687
492,10227 8666 5113 8638 4657 7581 4634 17955 5645 12469 
493,9132 7495 6216 7493 4791 5508 16419 5612 5562 18233
494,189 197 4637 4082 194 10068 8306 8309 3842 127
495,6292 10466 4035 4844 4034 3922 4365 8483 7310 9224
496,2506 2290 2331 7595 4538 5645 6160 6135 1311 2752
497,15473 13602 4882 4867 6833 3921 18081 4695 3830 9842
